"X1","X2","y"
-1.20305498789917,-1.30909855945745,"a"
-1.48638201016929,-0.159741379213276,"a"
-0.83201674659481,0.246909407890346,"a"
-1.4112304479259,1.56583590253001,"a"
-1.15442151433201,-0.14409195071144,"a"
-1.19264896119812,0.377363902858537,"a"
-1.08518367130349,-0.158370432218795,"a"
-1.41715133443485,2.1929074840794,"a"
-1.50991120019025,1.33369008990675,"a"
-1.54504429283425,-0.314839383193881,"a"
-0.937128620010543,-0.204711153701758,"a"
-1.35067339657774,-0.093723813325151,"a"
-1.07872481737845,0.0479405940786318,"a"
-0.933294509969383,-0.664215500192299,"a"
-1.26220359877105,0.0137645329413453,"a"
-1.16452373689965,-0.801403937270579,"a"
-1.35844254254832,-1.22179075006604,"a"
-1.59810572722763,0.773573417579506,"a"
-1.41711866765128,0.618411315005831,"a"
-1.00220491644406,-0.667297050621386,"a"
-1.20226286601967,1.26525941506726,"a"
-1.50729799810946,-0.273097323781307,"a"
-1.4501030445225,-0.368759798095329,"a"
-0.789264711850431,-1.07215710546598,"a"
-1.39549476498829,-0.0965218815453545,"a"
-1.08726918527035,-0.2147705562123,"a"
-1.01904739302776,-7.44084079677312e-05,"a"
-0.905082902822136,0.396396332338183,"a"
-1.09414735154151,0.880824541703041,"a"
-1.33375753322357,0.272769896657649,"a"
-1.51257335969425,0.971069791880872,"a"
-1.2020914863938,1.04753878108764,"a"
-1.15132677966818,-3.14748485792865,"a"
-1.12036311886433,-0.451810818527931,"a"
-1.39725975416715,0.527378326967783,"a"
-0.90987504471973,-1.24639192623765,"a"
-1.22870293112479,-1.07948354276343,"a"
-1.41350340884613,0.216420870343387,"a"
-1.42313845926307,-0.534379986296171,"a"
-1.26871208995528,-1.88873688240313,"a"
-0.890434025053274,0.880041842078174,"a"
-0.972171585922788,-0.953701872718417,"a"
-0.99626463565283,0.334644416322533,"a"
-0.823156538228094,0.362026525718456,"a"
-1.1784079151202,1.52612574250577,"a"
-1.46172106488873,0.135402635771943,"a"
-0.582835039995982,0.627824394033806,"a"
-1.35045833524961,1.12647653542649,"a"
-1.12028510924924,-0.497591445269922,"a"
-0.984613922839333,-1.80902650529706,"a"
-0.236538283826886,0.737425711742924,"b"
0.19882209750623,0.609740755772443,"b"
0.0425304871380862,0.0300548376522015,"b"
-0.0539231179332945,-1.03643288959912,"b"
-0.276116495033645,-0.810947340642643,"b"
0.0711697611106172,-1.76878911386111,"b"
-0.0408660904113182,1.90367349081087,"b"
0.350301451681242,-0.234306330483573,"b"
-0.122929999348988,-0.863073795212431,"b"
-0.0208470119957177,-2.33960454477949,"b"
-0.124428637818474,-0.52182225264888,"b"
0.127043102814364,-0.647452228915014,"b"
-0.374959464269913,-1.54316015359741,"b"
0.0621753303647529,2.43182307387018,"b"
-0.000326256938863772,0.845491203608017,"b"
0.0539970750453838,-1.68315586221561,"b"
-0.174004951307825,1.11953098387056,"b"
0.212731736064236,1.02595370758148,"b"
-0.0195639280839139,0.548268132826427,"b"
-0.10892382284754,0.348036005357749,"b"
0.326924070635279,0.0812152688394556,"b"
